Date,ABT,HON,AEP,BA,BMY,CPB,CAT,CVX,KO,CL,ED,GLW,DE,DTE,D,DWDP,ETN,XOM,F,GD,GE,HAL,HSY,IBM,IP,K,KMB,KR,SPGI,CVS,MRK,ETR,MMM,MSI,NSC,XEL,FE,PPG,SRE,PEP,PFE,EXC,MO,COP,PG,PEG,RTN,ROK,EIX,SO,TXN,UNP,UTX,WY,WHR,XRX,LCE,FBNIQ,3PNAA.,MROX.CM,SQD.1,NCR,USG,GWOW,PZSM.CM,RACM.CM,CUE.1,AMX.2,NL,FJCC,GEB.1,UAL,ACY.1,AVATQ,GCO,0141A,ML.3,CKL,SFX.2,ZE,CBS.1,SPP.3,FBO,CAL,PEL.1,TXU2,BNL.1,RYI,DI.,SPXC,C.3,AS.,AN.2,FL,ANV.1,UCC.2,SNT.1,AR.2,MOB.2,HON.Z,D2,FWLT,ARC.3,RLM.1,CBS.2,NC,CSR.1,WLA,MZIAQ,GTE.1,GAPTQ,OC,BFO.2,UCM.2,NI2,3ACKH,3BHMSQ,CCK,GRA,VO.3,PRDCQ,DOW2,OAT.,TKR,OKE,TX.2,ENRNQ,HM,FMC,SHLDQ,MEA.1,NMK,AL.1,INCLF,RDPL,UN,TRW.1,AAL,HBC1,PHA.1,WINN,CR,S.1,UCL,MAY.2,G.1,T.2,GP.1,DAN,MYG.1,NAV,PGL.1,PD.1,0033A,WWY,UIS,HPC,GM,IR,CBE,WYE,SGP,BRK3,KODK,ITT,CEG,GR,KHC,JCP,BEAM,MWV,AA.3,PBI,BHI,DD,PCG,GT,SHW,TWX.1,PAS,CMI,EMR,SLB,GWF.,MD.1,TMC,VAT,EFU.1,CCB.2,TEK.1,GQ.1,AMP.2,AVP,CSX,MCA.1,SMI.1,AMT.1,C2,DAL,HBJ,BNSSA,BGG,MDP,CLX,GIS,LLX.,SUN.1,NEM,4622B,MCD,HIA.1,HST,CHA.3,PCH,HLT,OMX,LLY,ACV.1,MDR,IK,BAX,BDX,HDLM,9975B,BC,RSHCQ,JNJ,AHM.1,BWY.1,GPC,ECH.1,UH,SKY.1,FLTWQ,HPQ,TNB,LPX,ABI.3,WMB,TKA.,CEM.2,MKG,BCR,BFI.,DEC.1,RAD,KRI,TGNA,IFF,BDK,AXP,CI
2012-08-31,2.038,3.6216,1.3889,9.243,3.4245,12.209,3.5002,1.6929,5.2178,21.8599,1.5333,0.8366,3.9777,1.4044,2.5278,,1.9022,2.4751,2.091,1.6916,1.7499,2.0864,15.2591,10.8773,2.2326,8.4299,5.8152,3.0972,8.6267,1.527,2.3703,1.3359,3.902,3.546,2.3678,1.5852,1.3541,4.8537,1.6217,5.5273,2.2416,1.4136,16.1562,1.5004,2.9664,1.5048,2.1716,5.2925,1.4346,2.187,2.9611,3.0131,3.2209,3.1987,1.3792,0.5283,2.9821,0.4361,,,,3.7616,18.7022,0.0503,,,,,1.5427,1.6647,,3.7504,,0.0781,2.3091,,,3.1289,,,,,2.2949,1.5812,,,,,,0.3768,,15.3324,,2.3934,,,,,,,,3.1072,,,,0.1055,,27.4424,2.1929,,4.0837,1.1006,,,,,,38.7698,12.4182,,0.0014,,27.9729,1.2161,3.8254,,0.0033,4.232,4.8992,0.8363,,1.1361,,2.36,,,,,,,0.6504,2.4324,,2.8319,,,,,1.84,,4.5069,,,,7.5033,0.8631,3.7697,1.1031,1.577,3.0374,3.2364,4.4363,,,2.6622,1.0585,4.0208,,1.5544,2.138,1.5766,,33.2045,1.21,4.267,1.4445,6.6868,10.4083,,2.1052,3.0042,3.5167,2.9274,,,7.9831,2.3186,,,,,,4.6911,2.6301,,,,,5.6083,,1.6418,1.3207,1.8172,77.7166,3.8163,5.4027,,1.9282,,6.4297,,1.5891,,11.1386,,0.891,3.6417,,1.4803,13.9706,2.6659,3.5806,0.3877,,13.3668,0.343,3.069,,,3.3528,,0.7695,,0.2179,0.477,2.1983,2.1042,,6.8224,,,2.6564,4.2802,,,0.2401,3.275,0.7645,4.0301,3.5138,3.4465,1.4472
2012-09-28,1.9454,3.3932,1.3929,6.913,3.9869,12.0978,3.1461,1.716,5.1236,20.2072,1.4812,0.89,4.3674,1.3959,2.5758,,1.9431,2.5008,1.9953,1.6357,1.8679,2.0612,16.1239,10.8818,2.2416,7.5921,5.827,3.2724,8.488,1.6343,2.4627,1.3397,3.6244,3.662,2.059,1.5267,1.373,4.5612,1.548,5.1297,2.2405,1.3925,17.4907,1.4642,3.0041,1.5065,2.0815,5.2509,1.4852,2.161,2.7084,2.8607,2.8754,3.2565,1.4925,0.5032,2.9821,0.7115,,,,3.7778,21.6306,0.0503,,,,,1.4717,1.6647,,3.5482,,0.0781,2.1809,,,3.1289,,,,,2.2949,1.6887,,,,,,0.3637,,15.3324,,2.4578,,,,,,,,3.1732,,,,0.2352,,27.4424,2.1929,,4.0837,1.085,,,,,,38.7698,9.0836,,0.0014,,27.9729,1.0936,4.189,,0.0033,4.232,4.6285,0.9115,,1.1361,,2.36,,,,,,,0.6504,2.4592,,2.8319,,,,,1.5569,,4.5069,,,,7.5033,0.8631,3.7697,1.1394,1.4462,2.9341,3.2364,4.4363,,,2.4271,1.0585,4.0208,,1.4477,2.0446,1.6164,,22.3778,1.1785,4.294,1.395,4.0912,9.2265,,2.1052,2.6832,3.3951,2.8083,,,7.9831,2.3186,,,,,,4.7495,2.3728,,,,,5.6083,,1.6418,1.4526,1.9456,77.7166,3.8667,5.4027,,2.0617,,6.6347,,1.6822,,10.7845,,0.6665,3.4248,,1.5522,13.9706,2.5197,3.7402,0.3877,,10.9002,0.3599,2.9856,,,3.0982,,0.7695,,0.2179,0.4821,2.1983,1.8934,,7.0913,,,2.6564,4.5389,,,0.2401,3.275,0.8561,3.8961,3.5138,3.2753,1.4184
2012-10-31,1.8586,3.4778,1.4088,6.9969,3.9278,10.0451,3.1011,1.623,5.0223,19.7813,1.4933,0.7952,4.8427,1.4462,2.568,,1.9411,2.4932,2.2583,1.6842,1.7322,1.9755,15.6599,10.2041,2.2113,7.6891,5.6688,3.5059,8.5953,1.5661,2.4919,1.4031,3.4353,3.7439,1.9852,1.5565,1.4234,4.6502,1.6742,5.0188,2.2423,1.4003,16.6578,1.4813,2.9989,1.5,2.0597,5.3649,1.5252,2.1961,2.761,2.965,2.8707,3.4496,1.7584,0.4415,2.9821,0.7459,,,,3.4488,26.3115,0.0503,,,,,1.3026,1.6647,,3.4954,,0.0781,1.7675,,,3.1289,,,,,2.2949,1.5699,,,,,,0.3814,,15.3324,,2.2057,,,,,,,,2.9494,,,,0.2981,,27.4424,2.1929,,4.0837,1.0893,,,,,,38.7698,9.8646,,0.0014,,27.9729,1.1622,4.1014,,0.0033,4.232,4.4731,1.2766,,1.1361,,2.36,,,,,,,0.6504,2.5855,,2.8319,,,,,1.6658,,4.5069,,,,7.5033,0.8631,3.7697,1.2771,1.5175,2.9295,3.2364,4.4363,,,2.5054,1.0585,4.0208,,1.5029,1.9743,1.5684,,23.2522,1.0936,3.8029,1.3901,3.8294,8.8343,,2.1052,2.723,3.4064,2.6996,,,7.9831,2.3186,,,,,,4.6125,2.3408,,,,,5.6083,,1.6418,1.5366,1.8605,77.7166,3.8891,5.4027,,2.0088,,6.2768,,1.5156,,11.1048,,0.6272,3.5129,,1.3604,13.9706,2.6183,3.6031,0.3877,,11.3626,0.3387,3.0684,,,3.1769,,0.7695,,0.2179,0.5502,2.1983,2.3918,,7.0953,,,2.6564,4.172,,,0.2401,3.275,0.8151,4.2257,3.5138,3.2241,1.5335
2012-11-30,1.8444,3.483,1.352,7.3784,3.8546,10.4666,3.1168,1.556,5.1222,20.4485,1.3798,0.8277,4.7639,1.4108,2.4867,,2.1441,2.4103,2.317,1.6451,1.738,2.0404,16.6652,9.9701,2.2922,8.1505,5.823,3.5861,8.2579,1.5698,2.4193,1.2284,3.5667,3.9445,1.9538,1.4904,1.3219,4.9357,1.6423,5.0891,2.2558,1.1827,17.7107,1.458,3.0245,1.4087,2.0804,5.9825,1.4784,2.0419,2.8966,2.959,2.9423,3.4334,1.8333,0.4669,2.9821,0.4368,,,,3.8783,26.4396,0.0503,,,,,1.3705,1.6647,,3.6792,,0.0781,1.7067,,,3.1289,,,,,2.2949,1.8952,,,,,,0.3788,,15.3324,,2.3597,,,,,,,,2.9746,,,,0.3139,,27.4424,2.1929,,4.0837,1.1214,,,,,,38.7698,10.066,,0.0014,,27.9729,1.3258,3.8907,,0.0033,4.232,4.6352,0.8558,,1.1361,,2.36,,,,,,,0.6504,2.6138,,2.8319,,,,,1.7949,,4.5069,,,,7.5033,0.8631,3.7697,1.2961,1.574,2.9123,3.2364,4.4363,,,2.6945,1.0585,4.0208,,1.1229,1.9938,1.6328,,18.1192,1.1243,3.685,1.3388,4.2288,9.4501,,2.1052,2.8563,3.533,2.7807,,,7.9831,2.3186,,,,,,4.154,2.2596,,,,,5.6083,,1.6418,1.5786,1.7332,77.7166,3.791,5.4027,,1.7332,,6.2941,,1.5397,,11.2405,,0.8534,3.5425,,1.3375,13.9706,2.7705,3.6502,0.3877,,12.4126,0.307,3.0212,,,3.3044,,0.7695,,0.2179,0.516,2.1983,2.6387,,6.6593,,,2.6564,4.2943,,,0.2401,3.275,0.8633,4.2525,3.5138,3.22,1.5717
2012-12-31,1.8492,3.6454,1.3604,9.7059,3.8994,9.9368,3.348,1.542,4.9406,22.3358,1.3705,0.8634,4.8982,1.4037,2.8233,,1.6875,2.3492,3.1851,2.1509,1.7066,2.0442,15.5889,11.3485,2.7407,8.393,6.3194,3.556,19.8865,1.5807,2.3371,1.2325,3.63,4.7085,1.9897,1.4687,1.3348,5.1157,1.6697,4.7479,2.2467,1.1858,19.9451,1.4743,2.8302,1.436,2.3523,5.967,1.561,2.0309,3.123,2.9693,2.9079,3.7075,1.8869,0.4771,2.9821,1.0892,,,,3.3132,504.5582,0.0503,,,,,1.4868,1.6647,,17.6095,,0.0781,1.6965,,,3.1289,,,,,2.2949,1.8276,,,,,,0.3836,,15.3324,,2.1148,,,,,,,,3.0898,,,,0.4116,,27.4424,2.1929,,4.0837,1.2368,,,,,,38.7698,13.1569,,0.0014,,27.9729,1.471,3.6015,,0.0033,4.232,4.7164,0.8425,,1.1361,,2.36,,,,,,,0.6504,2.8777,,2.8319,,,,,2.1233,,4.5069,,,,7.5033,0.8631,3.7697,1.5237,1.5832,2.9123,3.2364,4.4363,,,3.0726,1.0585,4.0208,,1.2337,2.122,1.674,,19.4347,1.0554,3.9982,1.3237,4.4603,9.3954,,2.1052,3.0899,3.6525,2.6482,,,7.9831,2.3186,,,,,,5.0993,2.2062,,,,,5.6083,,1.6418,1.5979,1.87,171.1024,3.7383,5.4027,,1.6749,,5.7833,,1.6637,,11.4048,,0.8421,3.8201,,1.3772,13.9706,2.851,3.3932,0.3877,,33.5568,0.3527,3.0045,,,3.2839,,0.7695,,0.2179,0.566,2.1983,2.589,,4.6919,,,2.6564,4.1466,,,0.2401,3.275,0.9028,4.3493,3.5138,3.3631,1.5642
2013-01-31,1.9991,3.9194,1.4436,9.514,4.3242,9.9054,3.6761,1.6419,5.0755,22.9404,1.4035,0.821,4.8962,1.4799,2.9492,,1.7737,2.442,3.1851,2.0587,1.8114,2.3972,17.1496,12.031,2.8494,8.7912,6.6996,3.7856,20.9232,1.6739,2.4689,1.2489,3.931,4.9377,2.2159,1.5275,1.2942,5.211,1.7664,5.0546,2.4438,1.2536,21.3662,1.4746,3.1333,1.4632,2.1529,6.3364,1.6646,2.0982,3.3445,3.1049,3.105,4.014,2.1397,0.5604,2.9821,1.4181,,,,3.611,528.2853,0.0503,,,,,1.6802,1.6647,,18.1895,,0.0781,1.9226,,,3.1289,,,,,2.2949,1.7152,,,,,,0.4081,,15.3324,,2.2616,,,,,,,,3.0898,,,,0.442,,27.4424,2.1929,,4.0837,1.3933,,,,,,38.7698,14.0513,,0.0014,,27.9729,1.6488,3.9604,,0.0033,4.232,4.9541,0.9564,,1.1361,,2.36,,,,,,,0.6504,3.1265,,2.8319,,,,,2.1872,,4.5069,,,,7.5033,0.8631,3.7697,1.4846,1.6964,2.9123,3.2364,4.4363,,,3.3634,1.0585,4.0208,,1.2725,2.1306,1.6467,,26.3208,1.1554,4.2179,1.4048,4.4603,9.9036,,2.1052,3.2746,3.9484,2.9827,,,7.9831,2.3186,,,,,,6.0297,2.4633,,,,,5.6083,,1.6418,1.7988,1.9682,183.2305,3.8789,5.4027,,1.5494,,6.2475,,1.7826,,12.6403,,0.9301,4.1586,,1.5209,13.9706,2.9015,3.6471,0.3877,,41.7124,0.5474,3.1683,,,3.5138,,0.7695,,0.2179,0.6394,2.1983,2.6037,,5.0229,,,2.6564,4.3303,,,0.2401,3.275,0.9841,4.6036,3.5138,3.4409,1.707
2013-02-28,1.9938,4.0262,1.4914,9.9042,4.4235,11.1061,3.4512,1.6704,5.2772,24.4489,1.4558,0.8627,4.5719,1.5615,3.0522,,1.9301,2.4306,3.1015,2.1106,1.8879,2.4461,17.9892,11.8982,3.0275,9.0918,7.0567,3.5688,16.9328,1.6713,2.4392,1.2037,4.0659,5.2607,2.3504,1.5781,1.2619,5.0896,1.8302,5.2572,2.4519,1.2357,21.2837,1.4733,3.1758,1.5294,2.2301,6.4181,1.6591,2.1353,3.4807,3.2383,3.2107,3.9194,2.0946,0.5674,2.9821,0.9351,,,,3.5863,507.2545,0.0503,,,,,1.6621,1.6647,,20.1177,,0.0781,1.7215,,,3.1289,,,,,2.2949,1.6548,,,,,,0.4403,,15.3324,,2.1586,,,,,,,,3.0898,,,,0.394,,27.4424,2.1929,,4.0837,1.2977,,,,,,38.7698,14.0082,,0.0014,,27.9729,1.6706,3.7902,,0.0033,4.232,4.8566,1.2784,,1.1361,,2.36,,,,,,,0.6504,3.3441,,2.8319,,,,,2.2756,,4.5069,,,,7.5033,0.8631,3.7697,1.4349,1.738,2.9123,3.2364,4.4363,,,3.4485,1.0585,4.0208,,1.2151,2.1199,1.8757,,23.928,1.158,4.2579,1.4048,4.4603,9.87,,2.1052,3.3043,3.9105,2.975,,,7.9831,2.3186,,,,,,6.9423,2.5651,,,,,5.6083,,1.6418,1.8541,2.2809,196.3167,4.2469,5.4027,,1.4531,,6.2875,,1.7698,,12.8209,,1.0328,4.2337,,1.5897,13.9706,2.8912,3.8215,0.3877,,42.0354,0.4991,3.2621,,,3.6687,,0.7695,,0.2179,0.78,2.1983,2.8101,,4.9742,,,2.6564,4.1937,,,0.2401,3.275,1.0061,4.7703,3.5138,3.6363,1.7105
2013-03-29,2.4375,4.1987,1.5327,8.7245,4.9305,12.2394,3.1291,1.6506,5.5381,31.0641,1.5039,0.9199,4.4756,1.565,3.0942,,1.9106,2.399,2.9381,2.1502,1.8575,2.3948,17.786,12.3877,3.008,8.4795,7.6864,4.049,13.8593,1.7673,2.515,1.2225,4.0579,5.6174,2.4023,1.605,1.358,3.9912,1.8714,5.4785,2.49,1.3989,19.355,1.5057,3.194,1.587,2.2977,5.9704,1.7158,2.2629,3.5932,3.3025,3.279,4.0413,2.0912,0.6048,2.9821,1.5491,,,,3.3893,204.9159,0.0503,,,,,1.5289,1.6647,,113.687,,0.0781,1.7629,,,3.1289,,,,,2.2949,1.6144,,,,,,0.4509,,15.3324,,2.1617,,,,,,,,2.9556,,,,0.3624,,27.4424,2.1929,,4.0837,1.318,,,,,,38.7698,11.7643,,0.0014,,27.9729,1.687,4.0297,,0.0033,4.232,4.6848,1.4196,,1.1361,,2.36,,,,,,,0.6504,3.3465,,2.8319,,,,,2.4018,,4.5069,,,,7.5033,0.8631,3.7697,1.4321,1.8074,2.9123,3.2364,4.4363,,,3.9125,1.0585,4.0208,,1.045,2.1854,1.9149,,41.2745,1.1905,3.5763,1.4486,86.1342,10.0714,,2.1052,3.2768,3.8232,2.791,,,7.9831,2.3186,,,,,,7.6223,2.6978,,,,,5.6083,,1.6418,1.7544,2.0464,76.6246,4.5278,5.4027,,1.4843,,6.5628,,1.8373,,12.9122,,0.9473,4.2798,,1.3642,13.9706,3.0757,4.0473,0.3877,,23.6922,0.5966,3.4185,,,3.9445,,0.7695,,0.2179,0.9233,2.1983,2.9725,,5.328,,,2.6564,4.2721,,,0.2401,3.275,1.0764,4.7866,3.5138,3.8399,1.8446
2013-04-30,2.5479,4.0978,1.6209,9.2895,4.7545,10.9946,3.0464,1.6949,5.7969,31.4273,1.5685,1.0007,4.1927,1.669,3.2804,,1.9155,2.3691,3.0632,2.2554,1.7908,2.5346,18.1172,11.7628,3.0339,8.5597,8.0951,4.2005,14.3996,1.8698,2.6743,1.3769,3.9968,5.0182,2.4129,1.718,1.4996,4.3846,1.9395,5.7112,2.5081,1.5218,20.5482,1.5145,3.182,1.6919,2.3989,5.8618,1.8345,2.3261,3.6671,3.4312,3.2039,3.9293,2.0175,0.6034,2.9821,1.704,,,,3.3536,201.4283,0.0503,,,,,1.3862,1.6647,,114.717,,0.0781,1.8057,,,3.1289,,,,,2.2949,1.7063,,,,,,0.4255,,15.3324,,2.2015,,,,,,,,2.7293,,,,0.394,,27.4424,2.1929,,4.0837,1.4059,,,,,,38.7698,11.7036,,0.0014,,27.9729,1.5675,4.3416,,0.0033,4.232,4.9862,1.4585,,1.1361,,2.36,,,,,,,0.6504,3.2249,,2.8319,,,,,2.3237,,4.5069,,,,7.5033,0.8631,3.7697,1.5876,1.7677,2.9123,3.2364,4.4363,,,3.7983,1.0585,4.0208,,1.1356,2.2256,1.8189,,37.9692,1.1643,3.9655,1.5758,85.3825,10.9194,,2.1052,3.0103,3.7986,2.7739,,,7.9831,2.3186,,,,,,8.5158,2.6935,,,,,5.6083,,1.6418,1.591,2.0764,74.6512,4.6298,5.4027,,1.1481,,6.7241,,1.9192,,13.3317,,0.9391,4.1736,,1.3257,13.9706,2.9584,3.9919,0.3877,,21.9198,0.5629,3.5736,,,3.8601,,0.7695,,0.2179,0.765,2.1983,2.4936,,5.4233,,,2.6564,4.2119,,,0.2401,3.275,0.9922,4.8191,3.5138,3.8939,1.957
2013-05-31,2.5307,4.372,1.4441,10.0628,5.5075,10.1418,3.087,1.7052,5.4765,30.4456,1.4063,1.0607,4.0899,1.5254,3.0075,,2.0606,2.4085,3.5033,2.3511,1.8736,2.4801,18.1071,12.0811,2.9803,8.1662,7.5962,3.7705,14.5167,1.8506,2.6573,1.3315,4.209,5.0848,2.387,1.5521,1.2554,4.5774,1.9032,5.5934,2.3494,1.2715,20.3174,1.5368,3.1816,1.5269,2.6045,6.0858,1.5665,2.1172,3.6368,3.5856,3.3306,3.8404,2.2554,0.6181,2.9821,1.4473,,,,4.1075,211.8136,0.0503,,,,,1.4366,1.6647,,115.2853,,0.0781,1.9555,,,3.1289,,,,,2.2949,2.1775,,,,,,0.4506,,15.3324,,2.0893,,,,,,,,2.9776,,,,0.3804,,27.4424,2.1929,,4.0837,1.4608,,,,,,38.7698,12.8268,,0.0014,,27.9729,1.6924,3.8158,,0.0033,4.232,5.1514,1.5177,,1.1361,,2.36,,,,,,,0.6504,3.5796,,2.8319,,,,,2.5486,,4.5069,,,,7.5033,0.8631,3.7697,1.7446,1.8902,2.9123,3.2364,4.4363,,,4.1492,1.0585,4.0208,,1.3489,2.2301,1.8463,,40.7746,1.1666,4.0586,1.461,103.4567,11.2426,,2.1052,3.3849,3.932,2.7217,,,7.9831,2.3186,,,,,,8.6665,2.7614,,,,,5.6083,,1.6418,1.6554,2.1919,71.9075,4.5216,5.4027,,1.2147,,6.3574,,1.8688,,12.7911,,1.0632,4.0063,,1.1855,13.9706,2.9779,4.1748,0.3877,,23.2422,0.657,3.5296,,,3.9314,,0.7695,,0.2179,0.9069,2.1983,2.4179,,5.0037,,,2.6564,4.37,,,0.2401,3.275,1.0582,5.0126,3.5138,4.3095,2.0082
2013-06-28,2.4715,4.3029,1.4028,10.2635,5.0937,10.6108,3.0317,1.6128,5.5193,34.7137,1.4376,0.9718,3.8148,1.5524,2.99,,2.0267,2.401,3.1778,2.3312,1.853,2.4808,17.9187,11.7902,2.8996,9.0896,8.1627,3.8679,11.9688,1.8033,2.8618,1.3391,4.1809,5.5,2.2245,1.5154,1.2201,4.1498,1.8637,5.5942,2.3619,1.2384,19.6769,1.5254,3.1546,1.4889,2.4849,5.7434,1.6773,2.138,3.4673,3.4906,3.1598,3.1795,1.9873,0.628,2.9821,0.863,,,,3.8273,178.7581,0.0503,,,,,1.549,1.6647,,9.1502,,0.0781,1.9384,,,3.1289,,,,,2.2949,2.2539,,,,,,0.4109,,15.3324,,2.1386,,,,,,,,3.2397,,,,0.3923,,27.4424,2.1929,,4.0837,1.2954,,,,,,38.7698,9.8646,,0.0014,,27.9729,1.6559,3.5759,,0.0033,4.232,4.6623,1.3079,,1.1361,,2.36,,,,,,,0.6504,3.4207,,2.8319,,,,,2.6128,,4.5069,,,,7.5033,0.8631,3.7697,1.6665,1.818,2.9123,3.2364,4.4363,,,4.0477,1.0585,4.0208,,1.3105,2.167,1.8284,,136.3688,1.1727,3.5262,1.4663,17.5049,10.0773,,2.1052,3.0076,3.8594,2.5686,,,7.9831,2.3186,,,,,,8.1697,2.4502,,,,,5.6083,,1.6418,1.4007,2.4884,74.2377,4.6608,5.4027,,1.3148,,6.5231,,1.7582,,10.5875,,0.9871,3.6343,,1.1347,13.9706,2.8041,4.0695,0.3877,,13.5441,0.6219,3.4684,,,3.9299,,0.7695,,0.2179,0.921,2.1983,1.8849,,4.7245,,,2.6564,5.5084,,,0.2401,3.275,1.1647,4.4855,3.5138,4.2576,2.1024
2013-07-31,2.5955,4.5003,1.452,10.53,4.9285,11.998,3.0471,1.7157,5.5152,36.277,1.4768,1.0374,3.7024,1.6379,3.121,,2.1234,2.4914,3.4674,2.5398,1.9473,2.6872,19.0406,12.0327,3.1614,9.3741,8.3022,4.3976,13.9198,1.9392,2.9678,1.2972,4.4898,5.2237,2.2401,1.6015,1.244,4.5474,1.9975,5.7139,2.4648,1.2267,19.7163,1.6353,3.2903,1.5405,2.6999,6.6905,1.7362,2.1724,3.8981,3.5882,3.5892,3.1695,2.3276,0.6716,2.9821,0.863,,,,4.1765,194.889,0.0503,,,,,1.5203,1.6647,,10.1913,,0.0781,2.0365,,,3.1289,,,,,2.2949,2.4884,,,,,,0.4362,,15.3324,,2.1995,,,,,,,,3.1994,,,,0.4201,,27.4424,2.1929,,4.0837,1.309,,,,,,38.7698,9.0171,,0.0014,,27.9729,1.7189,4.5834,,0.0033,4.232,5.0518,1.4236,,1.1361,,2.36,,,,,,,0.6504,3.4766,,2.8319,,,,,2.9641,,4.5069,,,,7.5033,0.8631,3.7697,1.7946,1.9991,2.9123,3.2364,4.4363,,,4.2996,1.0585,4.0208,,1.1202,2.2316,1.9806,,153.3684,1.2057,3.8748,1.4714,21.1674,9.9386,,2.1052,3.3606,4.3427,2.9153,,,7.9831,2.3186,,,,,,8.8806,2.6213,,,,,5.6083,,1.6418,1.4538,2.479,76.7379,4.9941,5.4027,,1.317,,6.4625,,1.8614,,11.5274,,1.099,3.9295,,1.1999,13.9706,2.9567,4.2709,0.3877,,16.0028,0.5373,3.777,,,4.1272,,0.7695,,0.2179,0.9141,2.1983,2.0722,,4.9719,,,2.6564,5.8084,,,0.2401,3.275,1.2267,4.8149,3.5138,4.2013,2.2573
2013-08-30,2.3617,4.3153,1.3408,10.4118,4.7518,11.07,3.0335,1.6413,5.2537,35.0045,1.3863,0.9589,3.7278,1.5492,3.0705,,1.95,2.3162,3.3257,2.4776,1.849,2.8543,18.4546,11.2448,3.0894,8.5915,7.8551,3.9036,13.1344,1.8308,2.9135,1.2152,4.3426,5.3361,2.2095,1.4929,1.2244,4.4275,1.9244,5.4533,2.3788,1.2227,19.0527,1.6716,3.1915,1.478,2.834,6.7167,1.5982,2.0164,3.8006,3.4739,3.4032,3.0557,2.2357,0.691,2.9821,0.863,,,,4.1278,181.0072,0.0503,,,,,1.4983,1.6647,,8.3226,,0.0781,1.7822,,,3.1289,,,,,2.2949,2.2748,,,,,,0.4227,,15.3324,,1.9707,,,,,,,,3.4591,,,,0.3807,,27.4424,2.1929,,4.0837,1.2411,,,,,,38.7698,9.4315,,0.0014,,27.9729,1.6494,4.4527,,0.0033,4.232,5.0861,1.4671,,1.1361,,2.36,,,,,,,0.6504,3.2774,,2.8319,,,,,2.8434,,4.5069,,,,7.5033,0.8631,3.7697,1.705,1.9365,2.9123,3.2364,4.4363,,,4.5212,1.0585,4.0208,,1.1856,2.1512,1.9216,,151.6034,1.1818,3.803,1.3261,23.021,9.8376,,2.1052,3.4163,4.2719,2.9013,,,7.9831,2.3186,,,,,,7.6802,2.6002,,,,,5.6083,,1.6418,1.3705,2.2437,73.8448,4.6037,5.4027,,1.3947,,6.2174,,1.7749,,10.0953,,1.0488,3.803,,1.0404,13.9706,2.8158,4.0098,0.3877,,15.4136,0.6436,3.4906,,,3.8766,,0.7695,,0.2179,0.7952,2.1983,1.9065,,5.2731,,,2.6564,5.8221,,,0.2401,3.275,1.1471,4.7152,3.5138,4.0953,2.2822
2013-09-30,2.2182,4.1468,1.3401,9.8703,5.151,10.4367,2.9305,1.6139,5.206,30.7539,1.3276,0.9707,3.6275,1.4811,3.2235,,2.0325,2.2211,3.2512,2.4454,1.8937,3.1892,15.4458,10.1161,2.7239,7.4992,7.3934,4.3025,18.1799,1.7732,2.9383,1.1976,4.5176,5.7405,2.3212,1.4391,1.2152,4.5531,1.9146,5.493,2.3888,1.1616,17.2594,1.666,3.0686,1.4692,2.7808,5.7451,1.5489,1.934,4.0147,3.4456,3.462,3.0956,2.4778,0.6927,2.9821,0.863,,,,4.2857,67.532,0.0503,,,,,1.3563,1.6647,,6.4312,,0.0781,1.8948,,,3.1289,,,,,2.2949,2.3814,,,,,,0.4543,,15.3324,,2.0772,,,,,,,,3.5489,,,,0.3835,,27.4424,2.1929,,4.0837,1.2366,,,,,,38.7698,8.9576,,0.0014,,27.9729,1.7388,4.3973,,0.0033,4.232,6.2557,1.9729,,1.1361,,2.36,,,,,,,0.6504,3.2609,,2.8319,,,,,4.0693,,4.5069,,,,7.5033,0.8631,3.7697,1.7477,2.1048,2.9123,3.2364,4.4363,,1.7274,2.9052,1.0585,4.0208,,0.8365,2.1628,1.9829,,345.6106,1.2229,3.7869,1.3104,12.2686,10.1729,,2.1052,3.509,4.3194,3.0717,,,7.9831,2.3186,,,,,,8.0407,2.6477,,,,,147.5768,,1.6418,1.4977,2.4817,130.1427,4.473,5.4027,,1.2013,,6.3125,,1.8453,,9.5898,,1.1891,3.3578,,1.0486,13.9706,2.5009,3.8484,0.3877,,12.532,0.8669,3.503,,,3.9725,,0.7695,,0.2179,0.7472,2.1983,2.1847,,5.019,,,2.6564,5.9657,,,0.2401,3.275,1.2525,4.6765,3.5138,4.2091,2.1557
