INTU US Equity
LIFE.3 US Equity
RMD US Equity
COC1 US Equity
CSR.1 US Equity
MUR US Equity
NEM US Equity
ORCL US Equity
ULTA US Equity
TDC US Equity
CPRT US Equity
WBA US Equity
DRE US Equity
PEP US Equity
PTC US Equity
DAN US Equity
BSC.1 US Equity
BR.2 US Equity
PPG US Equity
WANG US Equity
TE US Equity
BJS.1 US Equity
FII US Equity
INFO US Equity
ITT US Equity
CVET US Equity
HOLX US Equity
AEP US Equity
MROX.CM US Equity
RF US Equity
FDO US Equity
QCP US Equity
BSET US Equity
NCR US Equity
AET US Equity
DVA US Equity
HPE US Equity
KR US Equity
AMD US Equity
BRNO20 US Equity
GR US Equity
MDP US Equity
LNC US Equity
BAC2 US Equity
ESY.1 US Equity
SEE US Equity
UNH US Equity
JCI US Equity
KBH US Equity
TGT US Equity
JP.1 US Equity
CIC.3 US Equity
NI2 US Equity
HAL US Equity
DOW2 US Equity
RJF US Equity
MCK US Equity
SPG US Equity
VAT US Equity
KRI US Equity
NVDA US Equity
GPC US Equity
WEC3 US Equity
PCP US Equity
WAT US Equity
QCOM US Equity
TX.2 US Equity
CYM.1 US Equity
RHI US Equity
MMC US Equity
REG US Equity
GNW US Equity
EXPE US Equity
NYT US Equity
VSM US Equity
LO US Equity
PPL US Equity
OXY US Equity
UIS US Equity
PSA US Equity
USHC US Equity
DDS US Equity
TMO US Equity
XRAY US Equity
VZ US Equity
TROW US Equity
NE US Equity
CYR.1 US Equity
CNXT.1 US Equity
LLL US Equity
FRO.1 US Equity
XTO US Equity
RE US Equity
CMB.1 US Equity
ONE.1 US Equity
KWP US Equity
TDG US Equity
ADSK US Equity
NL US Equity
LB US Equity
CE.2 US Equity
SUN.1 US Equity
WLL.1 US Equity
ADT.4 US Equity
ADNT US Equity
CDNS US Equity
JEF US Equity
TOS.1 US Equity
VTSS US Equity
OC US Equity
CBH.1 US Equity
GNN US Equity
I.1 US Equity
ANV.1 US Equity
LRCX US Equity
4622B US Equity
USG US Equity
NLSN US Equity
7448B US Equity
HDLM US Equity
NCC US Equity
ML.3 US Equity
SUNEQ US Equity
KIM US Equity
MXS US Equity
0573B US Equity
ESRX US Equity
FMCC US Equity
AMGN US Equity
MCA.1 US Equity
CPWR.1 US Equity
CVH US Equity
SOTR US Equity
NBR US Equity
PHL.1 US Equity
IMS US Equity
EP US Equity
TAP US Equity
PTV US Equity
RLGY US Equity
SII US Equity
IRM US Equity
CHTR US Equity
BRK.B US Equity
GQ.1 US Equity
WMX US Equity
NKE US Equity
EDS. US Equity
FJCC US Equity
SNI US Equity
WDC US Equity
IT US Equity
CBL.1 US Equity
CBS.2 US Equity
DELL US Equity
CIT.1 US Equity
AOS US Equity
PNW US Equity
CTB US Equity
EXR US Equity
E.2 US Equity
TSN US Equity
RSG US Equity
DISCA US Equity
NTAP US Equity
WINMQ US Equity
BX1 US Equity
BBT US Equity
GGP US Equity
AKAM US Equity
R US Equity
NRTLQ US Equity
GHC.1 US Equity
NBL US Equity
UCL US Equity
NLC.2 US Equity
LOR.2 US Equity
NXTL US Equity
KEYS US Equity
3SHOY US Equity
WB.3 US Equity
NOVL US Equity
HFS. US Equity
JOSEA US Equity
D US Equity
STO.3 US Equity
WM US Equity
AVB US Equity
HST US Equity
HBC1 US Equity
JPM US Equity
ANDV US Equity
PXD US Equity
DGN. US Equity
AT.2 US Equity
MCIP US Equity
ROST US Equity
MAI.1 US Equity
MMI.3 US Equity
BVSN US Equity
RTN US Equity
EHC US Equity
MD.1 US Equity
ASND.1 US Equity
ARG US Equity
AMZN US Equity
THC US Equity
JPM.Z US Equity
NGH.2 US Equity
MDR US Equity
GRN.1 US Equity
DTV.2 US Equity
CHA.3 US Equity
CTAS US Equity
TUP US Equity
SBUX US Equity
FISV US Equity
MTB US Equity
CMVT US Equity
YUMC US Equity
JAVA US Equity
DUK6 US Equity
VRTS.1 US Equity
CMI US Equity
SKLNQ US Equity
MOLX US Equity
K US Equity
WYE US Equity
RRD US Equity
VNO US Equity
ECL US Equity
GRMN US Equity
RYC. US Equity
TKA. US Equity
NDAQ US Equity
LDG US Equity
EFU.1 US Equity
SK.1 US Equity
PHB.1 US Equity
SRCL US Equity
LNT US Equity
CNDT US Equity
HES US Equity
MGI US Equity
IVZ US Equity
ABBV US Equity
SYN.1 US Equity
PCL US Equity
AS. US Equity
STD2 US Equity
XRX US Equity
3MRNKQ US Equity
SJM US Equity
FNMA US Equity
OMX US Equity
DGX US Equity
PCAR US Equity
CMCSA US Equity
GP.1 US Equity
TEX US Equity
MKC US Equity
EXPD US Equity
ENRNQ US Equity
FSH.2 US Equity
VAR US Equity
AAL US Equity
KO US Equity
WEN.2 US Equity
AIZ US Equity
MAA US Equity
BDK US Equity
GHC US Equity
FIS US Equity
SO7 US Equity
Q.2 US Equity
STI US Equity
GDW US Equity
HBC2 US Equity
FLR US Equity
JBHT US Equity
IQV US Equity
HIG US Equity
ZION US Equity
BRK3 US Equity
AYE US Equity
CR US Equity
BXLT US Equity
PZE.1 US Equity
NAVI US Equity
PBG US Equity
SFX.2 US Equity
INGR. US Equity
MSFT US Equity
URI US Equity
SGICQ US Equity
3CNCEQ1 US Equity
DG US Equity
FLT US Equity
HCBK US Equity
TT.2 US Equity
AR.2 US Equity
TKR US Equity
SLR US Equity
RRC US Equity
WEC US Equity
MHS US Equity
FSLR US Equity
HMA US Equity
DNA US Equity
USB US Equity
CTL US Equity
AIV US Equity
MEL.3 US Equity
CERN US Equity
3FTLAQ US Equity
ATGE US Equity
MSI US Equity
WY US Equity
LMT US Equity
TYC US Equity
PKG US Equity
CNP2 US Equity
SE.7 US Equity
KHC US Equity
COG US Equity
MIL.2 US Equity
BV.2 US Equity
PG US Equity
UPR.1 US Equity
CNX US Equity
MSCI US Equity
MWW US Equity
UAL US Equity
SQD.1 US Equity
CKL US Equity
DNB US Equity
CTXS US Equity
BEV US Equity
TNB US Equity
NWL US Equity
ZTS US Equity
RCL US Equity
TDM. US Equity
TSS US Equity
TXN US Equity
RDC US Equity
PMI.2 US Equity
ASO.1 US Equity
USBC. US Equity
PDG US Equity
ASIX US Equity
LLX. US Equity
ANTM US Equity
TA.1 US Equity
RYAN US Equity
BKB.2 US Equity
TGNA US Equity
SWY US Equity
MAS US Equity
JNY US Equity
MET US Equity
JKHY US Equity
LCE US Equity
MOB.2 US Equity
WYNN US Equity
IR US Equity
TIC.1 US Equity
TXT US Equity
WFT US Equity
CCL US Equity
ES US Equity
CAT US Equity
CLX US Equity
NSM.2 US Equity
PSX US Equity
PNR US Equity
HII US Equity
CE US Equity
SVU US Equity
MAY.2 US Equity
SNV US Equity
CF US Equity
VC US Equity
3614B US Equity
ABT US Equity
A US Equity
PWER US Equity
KMI US Equity
GWW US Equity
BLY US Equity
SYY US Equity
SNC.1 US Equity
MIR.1 US Equity
BLS US Equity
OK.2 US Equity
NRG US Equity
CXO US Equity
FCN.1 US Equity
CRM US Equity
DPS US Equity
LYB US Equity
BBY US Equity
CFG US Equity
DLTR US Equity
S US Equity
BR US Equity
LUV US Equity
USB.1 US Equity
NFB US Equity
GENZ US Equity
MHK US Equity
FTV US Equity
WHR US Equity
SPXC US Equity
BAC.Z. US Equity
HOG US Equity
AMG US Equity
NTRS US Equity
AGN.2 US Equity
DLX US Equity
CELG US Equity
PRSP US Equity
SMI.1 US Equity
0141A US Equity
DRI US Equity
GTE.1 US Equity
WLP.1 US Equity
ESS US Equity
WINN US Equity
ANDW US Equity
AA US Equity
ETS US Equity
MTG US Equity
MEA.1 US Equity
DXC US Equity
3ACKH US Equity
JEC US Equity
MI.1 US Equity
MAC US Equity
MYL US Equity
RDPL US Equity
CHRS.1 US Equity
PNU.1 US Equity
COL US Equity
EC.2 US Equity
ACAS US Equity
TEL US Equity
SIG US Equity
CB.1 US Equity
ICE US Equity
UNP US Equity
YNR.1 US Equity
SWKS US Equity
RBK US Equity
CINF US Equity
KSE US Equity
SO US Equity
HFC US Equity
NRT.3 US Equity
CL US Equity
KODK US Equity
PYPL US Equity
CTLE. US Equity
DTE US Equity
COP US Equity
FJ US Equity
MEDI US Equity
SAI.1 US Equity
PAYX US Equity
CIT US Equity
TWC US Equity
YUM US Equity
CHD US Equity
ABS.1 US Equity
PMCS US Equity
WLA US Equity
MAT US Equity
IKN US Equity
WB.1 US Equity
IPGP US Equity
MWV US Equity
UH US Equity
AMX.2 US Equity
ATI US Equity
EBAY US Equity
ASC.1 US Equity
WMB US Equity
ABMD US Equity
HSY US Equity
BAY.3 US Equity
MWI US Equity
VO.3 US Equity
BMS US Equity
PT.1 US Equity
HRS US Equity
LI.3 US Equity
LLTC US Equity
EQIX US Equity
FCX US Equity
SRR US Equity
JCP US Equity
SEG.2 US Equity
BRL US Equity
EMR US Equity
SYMC US Equity
CCI US Equity
NGVT US Equity
DLR US Equity
BCR US Equity
BAX US Equity
CNW US Equity
DO US Equity
KRB US Equity
ENDP US Equity
AZA.1 US Equity
APTV US Equity
PRDCQ US Equity
VIAV US Equity
GEN.3 US Equity
IGT.1 US Equity
VRSK US Equity
MRK US Equity
MTD US Equity
NEE US Equity
ANET US Equity
3UAIRQ US Equity
SKY.1 US Equity
SCG US Equity
PCLB.1 US Equity
GPU. US Equity
WPX US Equity
TTWO US Equity
BEN US Equity
SLG US Equity
COV US Equity
EVRG US Equity
FRX US Equity
5952B US Equity
CME US Equity
DAL US Equity
THY US Equity
FAST US Equity
BUD.2 US Equity
ARNC US Equity
BSX US Equity
FBNIQ US Equity
SPW.2 US Equity
PAC.2 US Equity
GLBC US Equity
MS US Equity
ESV US Equity
USS.2 US Equity
SYK US Equity
PLD US Equity
SNT.1 US Equity
BC US Equity
ASH US Equity
C.3 US Equity
MJN US Equity
FCPT US Equity
ARC.3 US Equity
CEPH US Equity
VREX US Equity
ETN US Equity
UCC.2 US Equity
PCG US Equity
CBB.1 US Equity
AIG US Equity
MDT US Equity
SAF US Equity
UMG.Z US Equity
GAS.2 US Equity
6583B US Equity
STJ US Equity
STZ US Equity
BBBY US Equity
HM US Equity
KSS US Equity
KMX US Equity
DUK US Equity
GTW US Equity
RYI US Equity
CEM.2 US Equity
NSC US Equity
SGP US Equity
VMC US Equity
BMY US Equity
BFO.2 US Equity
D2 US Equity
HPC US Equity
AMH.1 US Equity
BIG US Equity
HSH US Equity
LIT.1 US Equity
T US Equity
PEL.1 US Equity
ALXN US Equity
KSU US Equity
PALM US Equity
GWOW US Equity
SANM US Equity
CAM US Equity
ROK US Equity
TMC US Equity
ALB US Equity
DWDP US Equity
BWY.1 US Equity
SITC US Equity
MPC US Equity
GWF. US Equity
XYL US Equity
PGR US Equity
ETR US Equity
XLNX US Equity
BEAM US Equity
EQT US Equity
BGEN US Equity
0139A US Equity
EFX US Equity
ADBE US Equity
OMC US Equity
X US Equity
MO US Equity
MCO US Equity
CIN2 US Equity
TXU2 US Equity
XEC US Equity
CBS.1 US Equity
AAPL US Equity
LW US Equity
HPQ US Equity
MII.3 US Equity
NMK US Equity
PVT. US Equity
FHN US Equity
PVH US Equity
AMP.2 US Equity
NUE US Equity
ZBH US Equity
WAI.1 US Equity
MLM US Equity
UNM US Equity
LDOS US Equity
MNK US Equity
JBGS US Equity
NWSA US Equity
SXCL US Equity
SBAC US Equity
MOS US Equity
SHLDQ US Equity
AFL US Equity
KMB US Equity
RIG US Equity
ECO.2 US Equity
RATL US Equity
CTCO.1 US Equity
BOAT. US Equity
STT US Equity
PDQ.2 US Equity
LXK US Equity
MNST US Equity
MA US Equity
QRVO US Equity
PKI US Equity
APY US Equity
ANSS US Equity
WFC US Equity
KLAC US Equity
DOV US Equity
GS US Equity
UDR US Equity
NCLH US Equity
SUB.2 US Equity
PRU US Equity
FRC US Equity
FLS US Equity
JWN US Equity
FTNT US Equity
ADI US Equity
AMBC US Equity
AXP US Equity
FOSL US Equity
CFN US Equity
FBO US Equity
PCS US Equity
FMY.1 US Equity
XOM US Equity
BGG US Equity
PCS.1 US Equity
ILMN US Equity
JNJ US Equity
TRCO US Equity
CSCO US Equity
MTL.3 US Equity
UPC. US Equity
OAT. US Equity
LIN US Equity
FTR US Equity
SWN US Equity
AIT.1 US Equity
BWA US Equity
BHF US Equity
APD US Equity
IHRTQ US Equity
FDC US Equity
GD US Equity
NOC US Equity
5938B US Equity
AYI US Equity
CNA US Equity
DLPH US Equity
SCHW US Equity
AMT.1 US Equity
SMS.2 US Equity
VRTX US Equity
AME US Equity
AVY US Equity
BHGE US Equity
GM US Equity
BT.2 US Equity
SNDK US Equity
ALL US Equity
DD US Equity
TWX US Equity
WLTW US Equity
UTX US Equity
PNC US Equity
CARS US Equity
MEC2 US Equity
WLBAQ US Equity
KATE US Equity
CTX.2 US Equity
CVS US Equity
LEG US Equity
RL US Equity
O US Equity
CPGX US Equity
PETM US Equity
FRT US Equity
DE US Equity
CMA US Equity
AFS US Equity
ATVI US Equity
RBD US Equity
APCC. US Equity
CFC.3 US Equity
NAV US Equity
FLMIQ US Equity
PWR US Equity
UCM.2 US Equity
DWD US Equity
KDP US Equity
F US Equity
AEE US Equity
INTC US Equity
TRV US Equity
BLL US Equity
VRSN US Equity
SFA.1 US Equity
CAH US Equity
SBL.2 US Equity
GOOGL US Equity
AGC.1 US Equity
ACV.1 US Equity
AM.1 US Equity
PVN US Equity
ACN US Equity
ZRN US Equity
NC US Equity
ED US Equity
5933B US Equity
CCB.2 US Equity
BIVV US Equity
ALGN US Equity
NVLS.1 US Equity
IAC US Equity
FLIR US Equity
IDXX US Equity
SYF US Equity
BXP US Equity
SPC.2 US Equity
LH US Equity
RSHCQ US Equity
SNA US Equity
ABI.3 US Equity
XEL US Equity
UST.1 US Equity
AAL.1 US Equity
TEK.1 US Equity
JOY US Equity
COST US Equity
LU US Equity
UN US Equity
GOSHA US Equity
GIC.3 US Equity
WOR US Equity
M US Equity
HON US Equity
PBI US Equity
JH US Equity
HOT US Equity
APOL US Equity
L US Equity
KG US Equity
CVX US Equity
REGN US Equity
CAL US Equity
MAR US Equity
VLO US Equity
AWK US Equity
LOW US Equity
CAG US Equity
PFE US Equity
HON.Z US Equity
ITT.1 US Equity
TJX US Equity
BBI.2 US Equity
GAPTQ US Equity
T.2 US Equity
CVN.3 US Equity
9975B US Equity
CNO US Equity
PEG US Equity
FWLT US Equity
TWX.1 US Equity
BFI. US Equity
AW US Equity
CUE.1 US Equity
ROP US Equity
FBHS US Equity
PZSM.CM US Equity
COTY US Equity
POM US Equity
SNPS US Equity
MHC.1 US Equity
ATI.1 US Equity
ATUS US Equity
PBY US Equity
EW US Equity
FANG US Equity
RAL. US Equity
RLM.1 US Equity
ROH US Equity
NYN US Equity
TSG.2 US Equity
EOG US Equity
SWK US Equity
NFX US Equity
NKTR US Equity
WAB US Equity
MGM US Equity
MMM US Equity
AN.2 US Equity
QLGC US Equity
ETFC US Equity
DHI US Equity
WELL US Equity
TEN US Equity
VFC US Equity
GRA US Equity
GIS US Equity
RML.1 US Equity
EIX US Equity
STX US Equity
HBJ US Equity
DJ US Equity
EQR US Equity
BKNG US Equity
NEC US Equity
CEG US Equity
ADCT US Equity
MXIM US Equity
CTSH US Equity
APH US Equity
NSI.1 US Equity
MKG US Equity
CSX US Equity
CCK US Equity
CVGYQ US Equity
ADS US Equity
FTI.1 US Equity
AON US Equity
WFC.Z US Equity
ACS US Equity
PRGO US Equity
INCLF US Equity
YRCW US Equity
V US Equity
BLK US Equity
BMC US Equity
SEBL US Equity
PBCT US Equity
MCIC. US Equity
AZO US Equity
SIAL US Equity
AMAT US Equity
EMN US Equity
FE US Equity
HUM US Equity
EMC US Equity
CBRE US Equity
URBN US Equity
SSP US Equity
NYX US Equity
GPN US Equity
AJG US Equity
COO US Equity
RHT US Equity
OI US Equity
TLAB US Equity
LVLT US Equity
PCI.3 US Equity
AL.1 US Equity
CIEN US Equity
ANF US Equity
JHF US Equity
CBE US Equity
TWTR US Equity
AGN US Equity
AMP US Equity
HCA US Equity
GME US Equity
IFF US Equity
HIA.1 US Equity
AWE.2 US Equity
BAC US Equity
LPX US Equity
H.2 US Equity
MYG.1 US Equity
TPR US Equity
CAR US Equity
RAI US Equity
GDT US Equity
BIIB US Equity
UAA US Equity
FG.1 US Equity
TMK US Equity
3BHMSQ US Equity
KMG.1 US Equity
MRO US Equity
BDX US Equity
HBAN US Equity
C US Equity
APC US Equity
MEE US Equity
SRE US Equity
PGL.1 US Equity
IK US Equity
EP2 US Equity
CPQ.2 US Equity
PFG US Equity
JNPR US Equity
HTMXQ US Equity
EVHC US Equity
WCG US Equity
CFL.1 US Equity
CZR US Equity
CMG US Equity
MZIAQ US Equity
FB US Equity
CSRA US Equity
GLK.1 US Equity
AHM.1 US Equity
TSCO US Equity
HBI US Equity
PVN.2 US Equity
ANRZQ US Equity
HAR US Equity
HSIC US Equity
ASN US Equity
DF US Equity
AVP US Equity
DIS US Equity
CVG US Equity
CI US Equity
