Date,0033A,0141A,3ACKH,3BHMSQ,3PNAA.,4622B,9975B,AA.3,AAL,ABI.3,ABT,ACV.1,ACY.1,AEP,AHM.1,AL.1,AMP.2,AMT.1,AMX.2,AN.2,ANV.1,AR.2,ARC.3,AS.,AVATQ,AVP,AXP,BA,BAX,BC,BCR,BDK,BDX,BEAM,BFI.,BFO.2,BGG,BHI,BMY,BNL.1,BNSSA,BRK3,BWY.1,C.3,C2,CAL,CAT,CBE,CBS.1,CBS.2,CCB.2,CCK,CEG,CEM.2,CHA.3,CI,CKL,CL,CLX,CMI,COP,CPB,CR,CSR.1,CSX,CUE.1,CVS,CVX,D,D2,DAL,DAN,DD,DE,DEC.1,DI.,DOW2,DTE,DWDP,ECH.1,ED,EFU.1,EIX,EMR,ENRNQ,ETN,ETR,EXC,F,FBNIQ,FBO,FE,FJCC,FL,FLTWQ,FMC,FWLT,G.1,GAPTQ,GCO,GD,GE,GEB.1,GIS,GLW,GM,GP.1,GPC,GQ.1,GR,GRA,GT,GTE.1,GWF.,GWOW,HAL,HBC1,HBJ,HDLM,HIA.1,HLT,HM,HON,HON.Z,HPC,HPQ,HST,HSY,IBM,IFF,IK,INCLF,IP,IR,ITT,JCP,JNJ,K,KHC,KMB,KO,KODK,KR,KRI,LCE,LLX.,LLY,LPX,MAY.2,MCA.1,MCD,MD.1,MDP,MDR,MEA.1,MKG,ML.3,MMM,MO,MOB.2,MRK,MROX.CM,MSI,MWV,MYG.1,MZIAQ,NAV,NC,NCR,NEM,NI2,NL,NMK,NSC,OAT.,OC,OKE,OMX,PAS,PBI,PCG,PCH,PD.1,PEG,PEL.1,PEP,PFE,PG,PGL.1,PHA.1,PPG,PRDCQ,PZSM.CM,RACM.CM,RAD,RDPL,RLM.1,ROK,RSHCQ,RTN,RYI,S.1,SFX.2,SGP,SHLDQ,SHW,SKY.1,SLB,SMI.1,SNT.1,SO,SPGI,SPP.3,SPXC,SQD.1,SRE,SUN.1,T.2,TEK.1,TGNA,TKA.,TKR,TMC,TNB,TRW.1,TWX.1,TX.2,TXN,TXU2,UAL,UCC.2,UCL,UCM.2,UH,UIS,UN,UNP,USG,UTX,VAT,VO.3,WHR,WINN,WLA,WMB,WWY,WY,WYE,XEL,XOM,XRX,ZE
2003-07-31,,,,,,,,,,,8.6107,,,10.2784,,,,,,,,,,9.4595,,27.0087,17.8176,14.9864,8.021,20.8915,19.2045,11.7414,17.6957,,,,16.1496,35.2921,15.9756,,7.6667,,,,,11.562000000000001,22.4153,17.05,,,,35.5714,13.8017,,,10.1255,,23.3333,17.5668,121.9211,7.087000000000001,16.3176,17.3497,,15.4187,,16.2108,19.3273,12.0926,,,,21.1885,18.8773,,,,10.1161,,,13.6931,,8.4588,22.375,0.0347,18.0622,12.4722,10.702,24.0435,12.5053,,11.2712,5.4615,13.6,26.5046,10.0056,6.9851,,36.75,12.6726,15.4358,19.2521,,17.375,38.3158,,,14.8038,,17.2932,6.9141,135.7619,,,46.0938,31.6714,,,12.0833,,,71.8333,15.9305,,14.4557,9.7785,120.0,21.9307,20.9948,16.2097,13.9706,32.375,39.9492,15.8007,2.9177,17.5283,21.4008,18.164,,14.0331,25.6971,,10.527999999999999,19.387,15.8135,,25.2261,33.5,,,17.851,,18.7826,8.7141,,15.2033,,24.8142,2.0443,,16.2991,,86.6945,732.9903,,32.9333,32.978,0.7692,19.5996,68.008,,17.0197,132.5,15.7623,28.7079,,9.7138,114.4333,16.3659,16.0084,8.4783,45.7634,,9.521,,23.8705,21.1139,21.5897,,,20.1679,9.6087,,,45.1545,,,18.3262,17.1419,16.2434,,,,20.7073,,14.4928,,37.8739,,,14.6598,19.9279,,3.2956,,11.0,,,,8.9242,,28.8234,25.3186,26.3103,,,,60.871,,,,11.3089,,6.0017,16.7945,,15.5857,5.2561,16.6071,,,10.9611,,61.4929,2.1846,30.9176,46.5207,19.7316,16.4545,15.2508,14.8196,
2003-08-29,,,,,,,,,,,8.8411,,,10.37,,,,,,,,,,9.4595,,27.7489,18.1726,16.9186,8.1634,20.9147,18.7675,12.2931,17.6522,,,,17.2434,37.5955,15.4695,,7.6667,,,,,11.0714,23.8638,19.5731,,,,35.3333,15.0372,,,10.3203,,23.6239,17.3482,131.1579,7.5609,15.9211,17.8951,,15.9015,,17.6216,19.531,12.1891,,,,21.5742,21.0074,,,,9.8895,,,13.630999999999998,,9.7216,23.2333,0.028999999999999998,20.0944,12.6998,10.9683,25.1304,15.0789,,9.5621,5.9231,14.6637,26.5046,10.42,6.9851,,36.75,13.9362,16.7529,20.017,,17.1704,38.3158,,,15.3206,,19.5714,7.4442,135.7619,,,46.0938,34.5429,,,13.25,,,71.8333,16.3305,,14.1772,9.2058,120.0,21.0542,21.1912,16.9355,13.9706,35.0139,41.4095,17.3388,2.8469,20.0189,20.4876,17.7407,,14.8188,24.8686,,12.1582,19.1695,15.8135,,25.4904,33.5,,,17.3933,,18.7826,8.7141,,15.2033,,25.2159,2.1061,,15.675999999999998,,86.6945,732.9903,,32.9333,32.978,0.8159,20.6233,73.961,,16.6477,132.5,15.6066,28.7079,,9.7744,114.4333,16.9756,16.3866,8.7628,45.7634,,9.8925,,23.0777,18.9367,21.4472,,,19.6107,9.6087,,,72.1429,,,19.305,19.6129,16.963,,,,18.5244,,14.5314,,41.605,,,14.6289,20.0,,3.4538,,11.7589,,,,9.1089,,31.4608,25.3186,29.4483,,,,76.9355,,,,11.8224,,6.0017,17.7808,,15.5857,5.7647,17.7152,,,11.7733,,61.4929,2.1846,30.9176,49.1736,18.5498,16.6477,16.1595,14.7921,
2003-09-30,,,,,,,,,,,9.4271,,,12.765999999999998,,,,,,,,,,9.4595,,25.7416,17.6086,15.6045,8.6742,17.8333,19.1892,11.019,16.7222,,,,15.0281,32.8778,16.1384,,7.6667,,,,,11.3214,21.9936,17.9888,,,,225.0001,13.7088,,,9.6645,,23.2875,19.5191,122.3948,6.4112,17.4342,15.0064,,30.7895,,16.1771,11.1449,13.0867,,,,22.3576,19.8178,,,,10.9466,,,14.9304,,8.3406,21.4024,0.0284,18.3099,12.8929,11.9811,14.7534,13.3889,,11.3121,64.4444,14.3363,26.5046,12.4789,6.9851,,36.75,12.7385,15.4574,20.3226,,17.4333,38.3158,,,15.5243,,20.8966,4.2289,135.7619,,,46.0938,32.7703,,,12.4118,,,71.8333,15.7769,,15.1067,8.9425,120.0,21.0667,22.6487,17.5957,13.9706,47.8448,43.9438,14.2184,2.6039,20.1604,19.4961,16.8434,,14.9719,24.2712,,11.3101,18.8418,15.8135,,22.9344,27.0196,,,17.5803,,18.7826,8.7141,,15.2033,,23.2951,2.2629,,15.5276,,86.6945,732.9903,,32.9333,32.978,0.705,34.3048,63.9959,,12.9427,132.5,14.8,28.7079,,10.1482,306.6667,16.4659,16.0335,9.4466,45.7634,,10.0239,,23.3827,18.3012,22.0475,,,18.1319,9.6087,,,73.7143,,,17.5,17.3232,15.9091,,,,25.8305,,13.6157,,37.5194,,,15.0513,19.7238,,3.2712,,10.1592,,,,8.927999999999999,,18.1832,25.3186,27.3276,,,,49.5652,,,,11.2975,,6.0017,18.7917,,15.030999999999999,6.292000000000001,16.8366,,,11.7452,,61.4929,36.6293,30.9176,35.2108,18.5141,19.5823,14.9816,13.5155,
2003-10-31,,,,,,,,,,,9.4426,,,11.9957,,,,,,,,,,9.4595,,27.0973,18.3393,17.4955,7.9339,20.6042,21.6351,12.9918,16.9259,,,,16.6266,31.4,15.956,,7.6667,,,,,12.6277,23.4121,19.8127,,,,263.3335,13.9349,,,12.3485,,22.1625,19.2766,122.3948,6.6923,16.6154,18.0128,,33.4947,,18.3229,11.5895,13.0233,,,,22.5755,22.9621,,,,10.9436,,,14.8242,,8.607000000000001,23.0691,0.0284,20.7107,12.8333,11.9717,16.6164,13.4778,,12.195,65.0,14.2063,26.5046,13.8704,6.9851,,36.75,13.2489,16.5743,19.7772,,16.6111,38.3158,,,15.4466,,23.8103,4.3653,135.7619,,,46.0938,32.2703,,,14.4309,,,71.8333,18.3275,,13.9333,8.885,120.0,22.3478,22.9436,17.6064,13.9706,57.2414,44.3155,16.0702,2.9585,22.9612,19.815,16.7323,,15.4065,26.2147,,11.0696,20.7119,15.8135,,25.721999999999998,37.2941,,,18.6706,,18.7826,8.7141,,15.2033,,26.6003,2.4024,,13.5736,,86.6945,732.9903,,32.9333,32.978,0.777,38.9055,71.6741,,13.9928,132.5,16.12,28.7079,,10.0074,311.6667,17.0227,17.1967,9.664,45.7634,,9.7542,,24.398000000000003,19.0361,23.3468,,,20.0174,9.6087,,,81.8571,,,20.7,18.2866,15.0455,,,,25.8814,,15.5278,,36.4109,,,15.2821,21.254,,3.4764,,9.6194,,,,9.682,,20.0207,25.3186,30.6897,,,,62.8696,,,,11.3548,,6.0017,21.3333,,16.1757,6.1131,18.451,,,12.2132,,61.4929,39.6623,30.9176,36.2831,17.7269,20.7595,14.9734,13.8316,
2003-11-28,,,,,,,,,,,9.7927,,,11.783,,,,,,,,,,9.4595,,27.3126,17.8626,17.45,8.3041,20.8681,20.4324,12.606,18.5324,,,,17.2634,32.0667,16.5723,,7.6667,,,,,12.7482,24.2971,20.0936,,,,250.0001,14.4215,,,11.6126,,21.875,19.965999999999998,122.3948,6.6442,16.4167,18.6474,,35.6737,,19.5104,11.7142,12.7421,,,,23.1679,23.1932,,,,11.1899,,,14.7619,,8.917,24.813000000000002,0.0256,21.2789,12.5857,11.6642,18.0822,14.6111,,12.2872,69.8889,17.5397,26.5046,14.8262,6.9851,,36.75,12.7378,16.0139,19.5454,,16.1906,38.3158,,,15.2816,,23.7155,3.7105,135.7619,,,46.0938,31.5541,,,14.3089,,,71.8333,17.7767,,13.3867,8.658,120.0,22.5217,23.2154,17.2713,13.9706,59.1552,41.9054,16.5864,2.8685,24.1553,19.4094,18.0657,,15.8179,26.2712,,12.3268,21.0113,15.8135,,26.5637,35.4706,,,19.1412,,18.7826,8.7141,,15.2033,,26.6577,2.6866,,12.454,,86.6945,732.9903,,32.9333,32.978,0.7691,37.7797,78.8121,,14.2235,132.5,17.128,28.7079,,9.9671,327.8889,17.8295,16.6318,9.9289,45.7634,,9.79,,24.551,20.2229,22.8599,,,20.3021,9.6087,,,51.25,,,22.1667,18.9939,15.7443,,,,27.4237,,15.0139,,36.3721,,,15.0103,21.746,,3.9228,,9.7993,,,,9.9686,,20.4382,25.3186,35.8621,,,,64.6957,,,,11.3907,,6.0017,22.6667,,16.4548,5.5,18.671,,,11.8406,,61.4929,36.4737,30.9176,34.3373,15.8233,21.1392,14.8178,16.0447,
2003-12-31,,,,,,,,,,,9.8374,,,13.0385,,,,,,,,,,9.4595,,24.2073,18.2762,20.8614,9.2112,19.2909,20.9948,12.4545,17.7328,,,,15.8588,33.1546,16.1582,,7.6667,,,,,13.8431,25.7826,20.47,,,,16.4727,13.6446,,,8.9984,,20.3455,20.4895,40.1148,7.2759,17.1795,17.5657,,41.7907,,18.8125,12.4177,14.3761,,,,26.4204,24.6402,,,,12.5079,,,15.2518,,7.8043,25.4921,0.0159,19.9593,13.4741,12.6883,10.7023,16.0273,,13.913,144.0,18.6111,26.5046,15.6491,6.9851,,36.75,11.8965,18.0419,19.2126,,16.295,104.3,,,16.2745,,26.2743,1.0242,135.7619,,,46.0938,30.9524,,,16.6911,,,71.8333,20.1427,,15.8442,9.1478,120.0,21.4457,21.3057,17.9077,13.9706,37.215,54.8113,16.3689,3.1874,25.5146,19.4943,18.6667,,16.4736,27.4324,,12.097999999999999,21.5028,15.8135,,27.2597,8.5962,,,20.8831,,18.7826,8.7141,,15.2033,,27.5178,2.7502,,14.8077,,28.197,732.9903,,32.9333,32.978,1.0727,30.2961,60.7003,,16.7024,132.5,17.5185,28.7079,,9.2488,365.1111,19.4545,16.7851,11.9698,27.7469,,11.7742,,22.8529,20.6608,22.8037,,,20.8534,9.6087,,,50.3333,,,22.5316,17.236,17.881,,,,56.0968,,15.3717,,35.5325,,,15.5928,21.1879,,4.2451,,9.9536,,,,10.2173,,21.4335,25.3186,34.6818,,,,46.6349,,,,12.5272,,6.0017,19.2857,,17.1556,4.9463,20.2068,,,12.272,,61.4929,40.0939,30.9176,37.2093,17.3975,19.5172,16.0721,12.6241,
2004-01-30,,,,,,,,,,,9.0943,,,13.953,,,,,,,,,,9.4595,,22.7116,19.6442,20.6683,8.7978,21.1212,24.3411,12.9419,19.4224,,,,15.5388,36.1649,15.8475,,7.6667,,,,,14.2819,24.264,19.894000000000002,,,,15.2364,14.0174,,,9.7058,,20.8415,20.6245,41.582,7.3103,16.7707,17.1657,,36.6977,,17.256,12.412,14.4505,,,,25.2747,20.5921,,,,12.4127,,,15.5426,,7.8292,25.1575,0.0455,21.4695,13.7925,12.8069,9.7258,16.7322,,14.83,152.8,17.6714,26.5046,15.6766,6.9851,,36.75,12.6155,18.2495,20.8561,,16.3417,129.2,,,16.1569,,27.3009,1.2434,135.7619,,,46.0938,35.8929,,,17.528,,,71.8333,21.7635,,15.8442,8.8531,120.0,21.0334,22.8115,18.8,13.9706,34.9813,53.7433,16.0434,3.2015,20.4531,20.1585,18.5343,,16.4653,26.6162,,12.5203,21.5028,15.8135,,26.3721,10.226,,,21.6484,,18.7826,8.7141,,15.2033,,25.5955,2.8094,,15.2564,,33.3933,732.9903,,32.9333,61.2758,1.028,32.4434,52.0217,,19.3434,132.5,16.5185,28.7079,,9.5044,360.5556,16.3619,16.7686,11.5733,29.7658,,12.2151,,23.1667,21.4211,23.0776,,,18.9674,9.6087,,,48.1667,,,20.6139,18.3034,18.1607,,,,56.5806,10.5088,14.9292,,39.7273,,,15.3608,22.7333,,4.0957,,10.3113,,,,9.822000000000001,,23.5598,25.3186,31.4091,,,,49.7619,,,,12.5238,,6.0017,17.974,,15.9012,5.4448,20.371,,,12.8294,,61.4929,41.4004,30.9176,35.7326,16.7828,19.908,15.9898,13.3925,
2004-02-27,,,,,,,,,,,9.0352,,,14.7436,,,,,,,,,,9.4595,,25.3228,20.2429,21.4703,8.7887,23.8545,24.3902,13.0152,20.9698,,,,16.0824,38.7835,15.7175,,7.6667,,,,,15.2085,23.5248,18.6961,,,,17.0909,13.8502,,,8.6745,,22.5407,20.7004,40.4918,7.6421,17.8089,18.3657,,36.6628,,18.1159,12.6994,14.1509,,,,25.9598,21.1283,,,,12.8444,,,15.6631,,8.2171,24.5984,0.0403,21.6414,13.9835,12.8375,9.1973,17.9508,,15.2688,134.0,18.7143,26.5046,17.1714,6.9851,,36.75,14.6718,18.3872,20.1677,,16.72,125.5,,,17.0245,,26.0973,1.1358,135.7619,,,46.0938,38.0476,,,17.904,,,71.8333,21.1188,,15.4545,8.4512,120.0,23.0919,22.1839,18.7641,13.9706,34.729,56.2734,16.0313,3.2428,24.1172,20.3434,19.3578,,18.032,27.0054,,12.9865,21.5028,15.8135,,28.6589,11.8894,,,23.8015,,18.7826,8.7141,,15.2033,,25.2492,2.9084,,15.4103,,37.1596,732.9903,,32.9333,60.0515,0.9783,34.9499,54.2569,,21.4562,132.5,16.4148,28.7079,,9.3033,374.4444,18.2667,17.0868,12.1422,33.8357,,12.672,,25.4412,21.4327,23.4041,,,19.1173,9.6087,,,27.9,,,19.2785,19.4157,18.0952,,,,57.9355,11.3979,15.4867,,41.8766,,,15.6289,23.6879,,3.0317,,10.4967,,,,9.8862,,23.485,25.3186,32.7121,,,,48.6508,,,,12.9252,,6.0017,18.3506,,15.7136,5.1701,19.6397,,,12.3209,,61.4929,38.6649,30.9176,37.936,16.1885,20.0805,16.5308,12.9351,
2004-03-31,,,,,,,,,,,8.6356,,,13.3821,,,,,,,,,,9.4595,,25.3916,18.6011,27.9388,9.6444,21.1554,23.1924,13.1198,20.2,,,,12.6823,32.5714,14.1696,,7.6667,,,,,14.0656,19.7182,18.8713,,,,16.9455,12.6424,,,8.7697,,22.1285,20.1276,21.1011,7.2602,17.3694,17.9348,,38.3418,,17.0531,11.9288,14.9883,,,,20.0537,22.7993,,,,13.8087,,,15.8633,,8.9963,22.3582,0.028999999999999998,18.3928,14.875,13.1683,6.8020000000000005,16.8586,,15.4466,114.6,18.4286,26.5046,16.7151,6.9851,,36.75,16.9032,17.8303,18.9274,,16.9745,62.1111,,,15.581,,25.0625,1.0954,135.7619,,,46.0938,30.0891,,,19.152,,,71.8333,19.8921,,14.5316,8.4996,120.0,23.078000000000003,21.1126,16.1364,13.9706,16.4123,51.181999999999995,14.5939,3.1956,27.1719,18.1792,18.1667,,17.0371,25.533,,11.2432,21.5028,15.8135,,25.0562,7.4783,,,21.9769,,18.7826,8.7141,,15.2033,,24.9604,2.6987,,14.5362,,35.4476,1259.8,,32.9333,59.0851,1.025,24.9833,71.3958,,23.945,132.5,14.4379,28.7079,,9.8851,55.0,19.4476,17.3211,12.7061,29.4085,,13.6968,,25.5213,19.2582,23.255,,,17.9385,9.6087,,,27.2,,,20.0405,17.828,18.9939,,,,90.1111,15.7594,16.0125,,36.4857,,,15.404000000000002,22.5266,,3.5363,,9.4083,,,,9.9447,,21.0504,25.3186,25.9762,,,,37.4615,,,,12.5946,,6.0017,19.2973,,14.5902,4.1842,18.0544,,,11.4023,,61.4929,43.4146,28.9804,30.6075,14.8419,13.5954,15.5885,13.7093,
2004-04-30,,,,,,,,,,,9.2491,,,12.374,,,,,,,,,,9.4595,,28.1124,17.5608,29.0408,9.8817,21.3005,25.2423,13.3295,21.0625,,,,13.1579,32.75,14.6784,,7.6667,,,,,14.3451,19.384,18.1221,,,,15.3455,12.1772,,,9.5854,,23.245,21.3086,21.5921,7.4152,17.4873,16.7446,,38.9367,,17.7202,12.4343,14.8741,,,,20.4004,17.6727,,,,13.094000000000001,,,14.8237,,8.6667,22.4701,0.0256,19.437,13.65,12.7992,7.6992,14.732999999999999,,15.4545,114.6,16.6667,26.5046,16.7424,6.9851,,36.75,14.902999999999999,17.9349,18.5739,,17.7273,61.2778,,,17.0476,,25.7054,1.0041,135.7619,,,46.0938,29.505,,,16.3116,,,71.8333,20.3211,,14.0633,6.9333,120.0,24.1549,20.269000000000002,16.4773,13.9706,13.6256,48.8324,13.9252,3.3196,23.1918,19.3656,19.8611,,17.6716,25.6701,,11.8243,21.5028,15.8135,,27.6442,6.8377,,,20.9462,,18.7826,8.7141,,15.2033,,26.3659,2.7448,,15.4605,,23.8919,1164.5023,,32.9333,30.1805,1.0583,25.3406,57.2636,,22.4118,132.5,15.5686,28.7079,,9.1837,53.5397,17.7257,17.7846,12.0702,27.3372,,12.5073,,25.8246,19.6484,23.4479,,,18.2492,9.6087,,,24.5,,,18.896,16.5376,19.5515,,,,92.9444,11.5981,15.8542,,33.4457,,,14.5253,23.3314,,3.4484,,9.3935,,,,9.78,,19.9901,25.3186,28.619,,,,32.1795,,,,12.1757,,6.0017,17.6081,,14.3732,3.4043,18.046,,,10.845999999999998,,61.4929,46.7263,30.2451,27.6636,15.0474,12.770999999999999,15.9483,12.6366,
2004-05-31,,,,,,,,,,,9.2572,,,12.9146,,,,,,,,,,9.4595,,29.671999999999997,18.1886,31.1565,9.8161,20.9845,26.6437,13.8088,20.9667,,,,14.2632,30.3839,14.7778,,7.6667,,,,,16.2078,18.7905,18.7789,,,,16.2364,12.1013,,,10.0743,,22.9719,21.5473,21.0253,7.6263,16.1456,16.4076,,40.0,,19.1193,12.2849,14.6783,,,,20.5192,17.0649,,,,13.4933,,,14.1223,,8.9407,22.2761,0.0239,19.0998,13.6525,12.7342,7.4436,13.4921,,15.415,114.6,16.3889,26.5046,15.8368,6.9851,,36.75,16.812,18.3199,19.2994,,16.1579,68.8333,,,17.9238,,25.0268,1.1024,135.7619,,,46.0938,28.7525,,,16.2319,,,71.8333,19.804000000000002,,13.3924,7.4753,120.0,24.1114,20.3655,16.3545,13.9706,15.3033,50.7823,14.087,3.3723,24.5068,19.9677,19.6296,,17.7931,26.066,,11.277000000000001,21.5028,15.8135,,27.5918,6.6957,,,20.3077,,18.7826,8.7141,,15.2033,,25.7805,2.3775,,15.5592,,25.8818,1229.9638,,32.9333,25.3676,1.1039,27.3535,60.8005,,21.5333,132.5,15.8366,28.7079,,9.3678,55.7936,18.7965,18.0203,12.5,27.2434,,12.2915,,25.2938,19.4176,23.9069,,,18.4,9.6087,,,20.08,,,19.5723,16.3387,20.1515,,,,93.8889,13.6069,16.375,,32.6686,,,14.6061,23.0533,,3.3995,,9.8728,,,,9.9064,,20.6517,25.3186,29.119,,,,33.4744,,,,12.0372,,6.0017,18.3243,,14.2244,3.3612,17.7008,,,11.0149,,61.4929,54.0301,30.7843,28.2617,14.2292,12.9695,16.2106,12.7401,
2004-06-30,,,,,,,,,,,9.7028,,,13.4454,,,,,,,,,,9.4595,,29.221,17.7768,38.1269,10.8369,17.9736,25.122,12.7316,20.8032,,,,15.9477,30.6098,16.1184,,7.6667,,,,,16.051,18.0136,18.3932,,,,18.1273,12.1086,,,9.4649,,23.1028,20.9261,14.9165,6.8907,17.0127,16.349,,42.5584,,19.2752,10.6355,14.6019,,,,19.3565,18.2182,,,,14.8498,,,13.8537,,9.0674,23.0254,0.0318,18.8472,14.1083,12.2841,6.5618,13.0469,,13.959000000000001,114.6,16.9028,26.5046,13.585,6.9851,,36.75,15.8274,19.023,20.0933,,16.6772,48.3704,,,18.3704,,27.1681,2.0512,135.7619,,,46.0938,23.6406,,,16.7826,,,71.8333,20.5129,,16.2533,7.426,120.0,25.1467,20.1256,17.0,13.9706,13.2923,42.2103,12.9511,3.3399,25.863000000000003,19.1409,18.9367,,17.3891,24.5049,,12.2973,21.5028,15.8135,,25.796999999999997,4.6282,,,18.5714,,25.9245,8.7141,,15.2033,,25.9395,2.4084,,15.7807,,23.8919,96.947,,32.9333,25.9091,1.2874,17.4963,37.4493,,23.3421,132.5,15.4186,28.7079,,9.9381,37.2673,18.7965,17.7711,10.4644,13.343,,12.3549,,24.7156,17.2261,23.4151,,,18.543,9.6087,,,20.88,,,21.8081,14.7577,22.6392,,,,231.0,18.6588,16.4881,,34.3297,,,14.7222,21.9398,,4.1427,,10.1864,,,,9.3672,,20.174,25.3186,25.6887,,,,25.4526,,,,12.6624,,6.0017,21.6875,,16.2877,3.2983,18.296,,,10.9936,,61.4929,30.3664,30.0238,18.3755,14.464,12.2868,15.1673,13.4513,
2004-07-30,,,,,,,,,,,9.3671,,,13.0714,,,,,,,,,,9.4595,,27.2388,17.3859,37.8731,9.4426,17.1938,24.4789,14.3258,18.9679,,,,15.0722,32.7642,15.0658,,7.6667,,,,,13.8326,16.6644,17.6068,,,,18.4364,12.3163,,,8.5296,,21.0277,19.3658,16.5704,7.1147,16.2994,14.4896,,40.6494,,18.6089,10.8096,14.6898,,,,18.6811,14.2426,,,,14.7143,,,14.2753,,9.5035,21.9928,0.0293,18.817999999999998,14.4836,12.8782,6.1719,11.9687,,14.5896,114.6,15.1007,26.5046,13.8497,6.9851,,36.75,12.128,18.1654,20.6204,,15.7544,45.7778,,,17.4676,,27.1681,1.9221,135.7619,,,46.0938,24.8047,,,15.227,,,71.8333,21.0617,,15.7467,7.0916,120.0,25.6296,19.879,16.6091,13.9706,12.8346,40.8222,13.0232,3.2172,23.3918,18.9931,18.8507,,16.9113,21.2913,,10.6757,21.5028,15.8135,,23.5129,4.6341,,,19.6429,,24.9434,8.7141,,15.2033,,23.7349,2.2905,,15.0664,,13.0342,98.4973,,32.9333,18.6656,1.2384,16.3814,39.1014,,23.3421,132.5,15.5174,28.7079,,9.4907,31.9307,15.9068,16.9478,10.6891,12.8463,,12.037,,22.9358,16.0603,22.4301,,,17.4926,9.6087,,,19.64,,,21.75,14.4072,21.2342,,,,243.25,13.707,16.0238,,34.7676,,,14.7879,21.5072,,3.653,,10.5769,,,,9.1784,,18.9174,25.3186,24.8113,,,,22.4526,,,,12.9157,,6.0017,16.0,,15.4356,3.2345,18.7,,,10.0064,,61.4929,31.0044,28.7619,18.0495,14.16,12.5735,15.8128,12.8576,
2004-08-31,,,,,,,,,,,9.9242,,,13.7521,,,,,,,,,,9.4595,,27.9797,17.3063,38.9701,9.5902,17.3172,24.878,14.125,19.3253,,,,13.556,31.9756,15.6118,,7.6667,,,,,11.382,16.4853,17.096,,,,17.6364,13.130999999999998,,,9.1554,,21.3439,20.5603,16.0597,6.7227,16.535,14.0625,,41.013000000000005,,17.7778,11.0186,15.0208,,,,18.4153,14.3469,,,,15.1355,,,14.7038,,9.5319,22.5543,0.025,17.5691,15.1889,13.5978,5.9161,11.9792,,15.0149,114.6,15.0134,26.5046,14.5682,6.9851,,36.75,12.7327,17.9485,20.3351,,17.0578,37.4815,,,17.5509,,26.6891,2.5209,135.7619,,,46.0938,22.7891,,,14.9645,,,71.8333,20.1489,,18.2933,6.2963,120.0,25.545,19.3356,17.5136,13.9706,13.1308,37.791,12.3255,3.1830000000000003,22.4094,19.9656,18.9955,,17.6055,21.7039,,11.7234,21.5028,15.8135,,23.4133,4.8337,,,19.3,,23.6226,8.7141,,15.2033,,23.7349,2.3555,,14.9402,,13.2142,99.4539,,32.9333,18.5774,1.0741,15.584000000000001,42.8889,,23.3421,132.5,16.5116,28.7079,,10.6477,30.9802,16.8136,17.494,10.9326,13.7468,,13.0679,,22.9358,16.4171,24.0731,,,17.7359,9.6087,,,15.1724,,,22.6744,13.8866,21.980999999999998,,,,230.75,13.5636,16.3889,,33.4054,,,15.3283,21.6991,,3.2551,,10.6953,,,,9.3506,,17.7065,25.3186,23.2075,,,,20.5684,,,,12.4425,,6.0017,15.6875,,15.6466,3.2983,18.782,,,9.7981,,61.4929,30.3409,29.5381,18.198,14.628,12.9779,15.7445,12.4587,
2004-09-30,,,,,,,,,,,9.7443,,,13.2066,,,,,,,,,,9.4595,,26.3133,18.0905,38.812,10.338,18.2311,23.5468,15.2141,20.1167,,,,14.6306,31.9124,16.5524,,7.6667,,,,,10.7554,15.8366,17.2012,,,,18.7455,13.1053,,,9.283999999999999,,18.2177,20.8203,13.6833,6.6412,16.7452,14.3881,,18.7571,,18.7244,11.2163,15.4255,,,,17.6775,14.6372,,,,16.9438,,,15.3431,,10.8648,21.051,0.0241,16.4915,15.9921,13.2694,5.5644,12.9278,,15.2714,114.6,15.905999999999999,26.5046,13.6657,6.9851,,36.75,13.3091,18.7684,21.0973,,16.2094,41.1481,,,17.3665,,25.2903,3.3694,135.7619,,,46.0938,24.9556,,,14.5106,,,71.8333,19.2875,,118.75,6.5989,120.0,24.7143,19.5308,18.1905,13.9706,11.1254,31.769000000000002,11.8715,3.0627,20.6316,18.7767,19.2162,,16.8597,19.4417,,11.0071,17.0888,15.8135,,21.9161,4.9618,,,17.7405,,23.2489,8.7141,,15.2033,,22.1524,2.2542,,10.8911,,14.7606,57.982,,32.9333,19.3094,1.1316,14.5802,38.7489,,23.3421,132.5,15.1735,28.7079,,10.9669,26.2047,16.1864,17.64,15.0495,11.2933,,12.4561,,21.5265,14.7826,22.5971,,,16.8815,9.6087,,,12.1379,,,20.0518,14.1084,24.3462,,,,476.5,15.4843,16.7786,,34.1675,,,14.9154,21.6549,,3.7098,,11.0673,,,,8.9948,,15.064,25.3186,20.3182,,,,20.4615,,,,12.7559,,6.0017,19.8462,,17.9205,2.7747,17.8206,,,9.523,,61.4929,18.2973,29.3102,34.0051,14.3846,13.2214,14.4787,12.365,
